#  E (eV)   dos(E)     Int dos(E) EFermi =    7.499 eV
-113.928  0.2056E-02  0.2056E-04
-113.918  0.4983E-02  0.7038E-04
-113.908  0.1157E-01  0.1861E-03
-113.898  0.2575E-01  0.4436E-03
-113.888  0.5490E-01  0.9926E-03
-113.878  0.1122E+00  0.2114E-02
-113.868  0.2196E+00  0.4311E-02
-113.858  0.4121E+00  0.8432E-02
-113.848  0.7411E+00  0.1584E-01
-113.838  0.1277E+01  0.2861E-01
-113.828  0.2109E+01  0.4971E-01
-113.818  0.3339E+01  0.8310E-01
-113.808  0.5066E+01  0.1338E+00
-113.798  0.7369E+01  0.2074E+00
-113.788  0.1027E+02  0.3102E+00
-113.778  0.1373E+02  0.4475E+00
-113.768  0.1760E+02  0.6234E+00
-113.758  0.2162E+02  0.8396E+00
-113.748  0.2547E+02  0.1094E+01
-113.738  0.2877E+02  0.1382E+01
-113.728  0.3117E+02  0.1694E+01
-113.718  0.3239E+02  0.2018E+01
-113.708  0.3229E+02  0.2340E+01
-113.698  0.3088E+02  0.2649E+01
-113.688  0.2833E+02  0.2933E+01
-113.678  0.2494E+02  0.3182E+01
-113.668  0.2108E+02  0.3393E+01
-113.658  0.1710E+02  0.3564E+01
-113.648  0.1332E+02  0.3697E+01
-113.638  0.9957E+01  0.3796E+01
-113.628  0.7151E+01  0.3868E+01
-113.618  0.4933E+01  0.3917E+01
-113.608  0.3269E+01  0.3950E+01
-113.598  0.2082E+01  0.3971E+01
-113.588  0.1274E+01  0.3984E+01
-113.578  0.7499E+00  0.3991E+01
-113.568  0.4242E+00  0.3995E+01
-113.558  0.2308E+00  0.3998E+01
-113.548  0.1208E+00  0.3999E+01
-113.538  0.6077E-01  0.3999E+01
-113.528  0.2942E-01  0.4000E+01
-113.518  0.1371E-01  0.4000E+01
-113.508  0.6143E-02  0.4000E+01
-113.498  0.2649E-02  0.4000E+01
-113.488  0.1099E-02  0.4000E+01
-113.478  0.4390E-03  0.4000E+01
-113.468  0.1687E-03  0.4000E+01
-113.458  0.6234E-04  0.4000E+01
-113.448  0.2217E-04  0.4000E+01
-113.438  0.7582E-05  0.4000E+01
-113.428  0.2494E-05  0.4000E+01
-113.418  0.7889E-06  0.4000E+01
-113.408  0.2399E-06  0.4000E+01
-113.398  0.7014E-07  0.4000E+01
-113.388  0.1971E-07  0.4000E+01
-113.378  0.5321E-08  0.4000E+01
-113.368  0.1380E-08  0.4000E+01
-113.358  0.3439E-09  0.4000E+01
-113.348  0.8228E-10  0.4000E+01
-113.338  0.1891E-10  0.4000E+01
-113.328  0.4170E-11  0.4000E+01
-113.318  0.8831E-12  0.4000E+01
-113.308  0.1795E-12  0.4000E+01
-113.298  0.3500E-13  0.4000E+01
-113.288  0.6550E-14  0.4000E+01
-113.278  0.1176E-14  0.4000E+01
-113.268  0.2025E-15  0.4000E+01
-113.258  0.3346E-16  0.4000E+01
-113.248  0.5301E-17  0.4000E+01
-113.238  0.8055E-18  0.4000E+01
-113.228  0.1174E-18  0.4000E+01
-113.218  0.1640E-19  0.4000E+01
-113.208  0.2196E-20  0.4000E+01
-113.198  0.2821E-21  0.4000E+01
-113.188  0.3472E-22  0.4000E+01
-113.178  0.4098E-23  0.4000E+01
-113.168  0.4636E-24  0.4000E+01
-113.158  0.5027E-25  0.4000E+01
-113.148  0.5225E-26  0.4000E+01
-113.138  0.5204E-27  0.4000E+01
-113.128  0.4969E-28  0.4000E+01
-113.118  0.4546E-29  0.4000E+01
-113.108  0.3986E-30  0.4000E+01
-113.098  0.3349E-31  0.4000E+01
-113.088  0.2697E-32  0.4000E+01
-113.078  0.2081E-33  0.4000E+01
-113.068  0.1539E-34  0.4000E+01
-113.058  0.1090E-35  0.4000E+01
-113.048  0.7400E-37  0.4000E+01
-113.038  0.4813E-38  0.4000E+01
-113.028  0.3000E-39  0.4000E+01
-113.018  0.1791E-40  0.4000E+01
-113.008  0.1025E-41  0.4000E+01
-112.998  0.5619E-43  0.4000E+01
-112.988  0.2951E-44  0.4000E+01
-112.978  0.1485E-45  0.4000E+01
-112.968  0.7159E-47  0.4000E+01
-112.958  0.3307E-48  0.4000E+01
-112.948  0.1463E-49  0.4000E+01
-112.938  0.6203E-51  0.4000E+01
-112.928  0.2519E-52  0.4000E+01
-112.918  0.9803E-54  0.4000E+01
-112.908  0.3654E-55  0.4000E+01
-112.898  0.1305E-56  0.4000E+01
-112.888  0.4464E-58  0.4000E+01
-112.878  0.1463E-59  0.4000E+01
-112.868  0.4593E-61  0.4000E+01
-112.858  0.1381E-62  0.4000E+01
-112.848  0.3980E-64  0.4000E+01
-112.838  0.1099E-65  0.4000E+01
-112.828  0.2905E-67  0.4000E+01
-112.818  0.7357E-69  0.4000E+01
-112.808  0.1785E-70  0.4000E+01
-112.798  0.4149E-72  0.4000E+01
-112.788  0.9236E-74  0.4000E+01
-112.778  0.1970E-75  0.4000E+01
-112.768  0.4024E-77  0.4000E+01
-112.758  0.7876E-79  0.4000E+01
-112.748  0.1477E-80  0.4000E+01
-112.738  0.2733E-82  0.4000E+01
-112.728  0.1280E-83  0.4000E+01
-112.718  0.8330E-84  0.4000E+01
-112.708  0.8264E-84  0.4000E+01
-112.698  0.8264E-84  0.4000E+01
-112.688  0.8264E-84  0.4000E+01
-112.678  0.8264E-84  0.4000E+01
-112.668  0.8264E-84  0.4000E+01
-112.658  0.8264E-84  0.4000E+01
-112.648  0.8264E-84  0.4000E+01
-112.638  0.8264E-84  0.4000E+01
-112.628  0.8264E-84  0.4000E+01
-112.618  0.8264E-84  0.4000E+01
-112.608  0.8264E-84  0.4000E+01
-112.598  0.8264E-84  0.4000E+01
-112.588  0.8264E-84  0.4000E+01
-112.578  0.8264E-84  0.4000E+01
-112.568  0.8264E-84  0.4000E+01
-112.558  0.8264E-84  0.4000E+01
-112.548  0.8264E-84  0.4000E+01
-112.538  0.8264E-84  0.4000E+01
-112.528  0.8264E-84  0.4000E+01
-112.518  0.8264E-84  0.4000E+01
-112.508  0.8264E-84  0.4000E+01
-112.498  0.8264E-84  0.4000E+01
-112.488  0.8264E-84  0.4000E+01
-112.478  0.8264E-84  0.4000E+01
-112.468  0.8264E-84  0.4000E+01
-112.458  0.8264E-84  0.4000E+01
-112.448  0.8264E-84  0.4000E+01
-112.438  0.8264E-84  0.4000E+01
-112.428  0.8264E-84  0.4000E+01
-112.418  0.8264E-84  0.4000E+01
-112.408  0.8264E-84  0.4000E+01
-112.398  0.8264E-84  0.4000E+01
-112.388  0.8264E-84  0.4000E+01
-112.378  0.8264E-84  0.4000E+01
-112.368  0.8264E-84  0.4000E+01
-112.358  0.8264E-84  0.4000E+01
-112.348  0.8264E-84  0.4000E+01
