# Ref 57: Serrano, J. et al. 
# Dependence of phonon widths on pressure and isotopic mass: ZnO. Phys status solidi (b) 235, 260–266 (2003).
k;Freq_THz
-0.004575411459796508;17.858212998807254
-0.0032652330256576767;13.208588109621335
-0.0032652330256576767;12.306624556511217
-0.004999292717900228;11.453122209224569
-0.004999292717900228;3.1111521072582775
-0.003016235217260854;17.55863986636172
1.462901504095309;17.867643729171263
1.46304279784801;13.173865340465316
1.4637492666115164;12.400987046090272
1.4637492666115164;11.481972077408468
1.4637492666115164;3.1213874023719015
1.4648213321638304;17.57391195569561
